stream,study_hours,attendance,sleep_hours,internet_usage,mathematics,physics,chemistry,biology,computer_science,english,previous_score,exam_score,strongest_subject,recommended_career,performance_level,attendance_status
Biology,2.8,61,4.5,6.0,39,45,32,41,0,53,42.0,34.98,English,Lawyer,Needs Improvement,Shortage
Biology,5.0,65,5.9,5.6,69,52,51,66,0,80,63.6,60.74,English,Lawyer,Average,Shortage
Biology,8.3,91,8.2,1.8,85,97,98,87,0,93,92.0,100.0,Chemistry,Pharmacist,Excellent,Eligible
Biology,4.5,73,6.5,4.5,69,67,63,69,0,51,63.8,62.01,Mathematics,Data Scientist,Average,Shortage
Computer Science,5.6,85,7.5,3.9,80,74,87,0,83,87,82.2,87.23,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,5.1,82,6.9,2.2,77,75,87,73,0,72,76.8,79.87,Chemistry,Pharmacist,Good,Eligible
Computer Science,4.1,63,5.9,3.7,73,65,68,0,55,54,63.0,58.69,Mathematics,Financial Analyst,Average,Shortage
Computer Science,1.3,47,3.8,9.4,24,27,44,0,40,39,34.8,14.18,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Biology,3.2,71,6.4,4.3,61,59,53,66,0,60,59.8,53.79,Biology,Biomedical Researcher,Average,Shortage
Biology,7.5,94,8.1,0.8,90,87,93,100,0,83,90.6,98.95,Biology,Microbiologist,Excellent,Eligible
Biology,3.6,62,6.2,4.1,74,61,56,73,0,67,66.2,61.04,Mathematics,Financial Analyst,Average,Shortage
Biology,3.0,53,4.8,6.7,35,34,41,60,0,59,45.8,34.43,Biology,Biotechnologist,Needs Improvement,Shortage
Biology,3.3,64,6.0,3.1,51,62,73,71,0,64,64.2,61.35,Chemistry,Pharmacist,Average,Shortage
Computer Science,2.0,61,6.2,6.2,47,49,33,0,39,38,41.2,35.55,Physics,Research Scientist,Needs Improvement,Shortage
Biology,3.5,66,4.9,6.3,32,42,47,48,0,54,44.6,40.09,English,Teacher,Needs Improvement,Shortage
Computer Science,6.4,75,7.0,2.1,87,72,71,0,76,71,75.4,84.2,Mathematics,Data Scientist,Good,Eligible
Computer Science,3.3,77,7.1,4.8,68,67,63,0,66,59,64.6,66.72,Mathematics,Data Scientist,Average,Eligible
Computer Science,3.1,63,4.7,5.1,42,38,47,0,58,46,46.2,36.33,Computer Science,Machine Learning Engineer,Needs Improvement,Shortage
Biology,7.8,98,8.3,1.9,95,91,94,100,0,81,92.2,100.0,Biology,Biomedical Researcher,Excellent,Eligible
Computer Science,3.6,67,5.9,4.5,51,65,68,0,71,72,65.4,62.14,English,Content Writer,Average,Shortage
Computer Science,6.2,83,7.6,3.5,70,87,90,0,75,72,78.8,84.63,Chemistry,Materials Scientist,Good,Eligible
Computer Science,4.5,82,7.2,3.0,72,62,56,0,78,57,65.0,66.55,Computer Science,AI Engineer,Average,Eligible
Biology,3.0,45,4.6,6.3,60,33,57,41,0,50,48.2,35.93,Mathematics,Actuary,Needs Improvement,Shortage
Biology,6.3,78,7.7,3.4,89,77,87,88,0,76,83.4,85.57,Mathematics,Statistician,Excellent,Eligible
Computer Science,6.1,81,7.2,2.1,71,76,78,0,85,87,79.4,85.41,English,Content Writer,Excellent,Eligible
Biology,3.9,72,5.8,5.6,72,74,49,62,0,70,65.4,61.06,Physics,Electrical Engineer,Average,Shortage
Biology,2.3,46,5.0,6.1,53,33,31,51,0,38,41.2,34.03,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,4.6,82,7.2,4.4,70,61,73,53,0,73,66.0,71.17,Chemistry,Pharmacist,Good,Eligible
Computer Science,4.4,76,7.0,3.8,53,57,53,0,78,67,61.6,64.74,Computer Science,Machine Learning Engineer,Average,Eligible
Computer Science,3.0,76,6.0,3.1,70,70,74,0,62,77,70.6,70.72,English,Teacher,Good,Eligible
Biology,3.2,60,6.4,6.4,35,52,59,47,0,50,48.6,43.61,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,1.2,36,5.4,8.8,30,28,38,0,23,39,31.6,15.95,English,Lawyer,Needs Improvement,Shortage
Biology,5.5,84,6.8,2.6,85,87,75,87,0,80,82.8,81.88,Physics,Aerospace Engineer,Good,Eligible
Computer Science,3.4,68,5.7,3.7,74,54,56,0,73,60,63.4,59.5,Mathematics,Data Scientist,Average,Shortage
Biology,2.1,61,6.4,6.4,59,33,34,52,0,45,44.6,40.95,Mathematics,Actuary,Needs Improvement,Shortage
Biology,6.8,86,6.8,3.4,86,75,77,83,0,73,78.8,85.57,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,3.3,70,6.6,5.6,65,73,67,0,56,80,68.2,61.56,English,Teacher,Average,Shortage
Biology,5.8,77,7.0,3.2,90,79,80,84,0,85,83.6,89.03,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,8.8,99,7.6,1.3,93,88,92,0,93,83,89.8,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,3.0,66,6.3,3.7,54,75,73,0,56,66,64.8,60.14,Physics,Mechanical Engineer,Average,Shortage
Computer Science,3.6,79,5.8,4.2,73,60,52,0,55,76,63.2,61.19,English,Lawyer,Average,Eligible
Computer Science,2.9,42,6.0,7.1,36,41,53,0,30,37,39.4,31.5,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,4.2,67,5.9,6.0,71,68,50,0,78,68,67.0,65.85,Computer Science,AI Engineer,Average,Shortage
Computer Science,4.0,72,5.7,3.4,73,59,72,0,69,75,69.6,65.67,English,Journalist,Average,Shortage
Biology,6.1,75,7.0,2.7,76,87,87,78,0,68,79.2,85.71,Physics,Electrical Engineer,Excellent,Eligible
Biology,7.4,97,7.3,0.9,93,88,93,96,0,80,90.0,100.0,Biology,Doctor,Excellent,Eligible
Computer Science,1.5,47,5.8,7.2,38,35,45,0,54,45,43.4,30.34,Computer Science,Software Engineer,Needs Improvement,Shortage
Biology,3.3,77,6.5,5.5,69,67,59,63,0,61,63.8,59.96,Mathematics,Actuary,Average,Eligible
Biology,1.4,30,4.2,8.1,18,22,17,29,0,50,27.2,8.09,English,Journalist,Needs Improvement,Shortage
Biology,6.3,76,7.3,2.7,70,80,76,76,0,83,77.0,85.42,English,Lawyer,Excellent,Eligible
Biology,4.6,65,7.2,3.4,50,61,48,69,0,72,60.0,59.1,English,Journalist,Average,Shortage
Computer Science,7.0,96,7.1,0.9,97,88,96,0,86,82,89.8,97.52,Mathematics,Financial Analyst,Excellent,Eligible
Biology,3.5,81,6.9,4.7,73,66,67,56,0,76,67.6,64.4,English,Journalist,Average,Eligible
Computer Science,5.5,87,7.1,3.6,74,87,89,0,77,65,78.4,86.05,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,6.3,86,7.5,3.7,89,80,86,0,92,82,85.8,94.37,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,3.2,61,6.1,4.9,75,61,53,0,77,71,67.4,62.59,Computer Science,Software Engineer,Average,Shortage
Biology,6.1,79,7.1,3.5,87,74,81,78,0,86,81.2,88.93,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,7.0,92,7.5,1.7,96,86,91,0,86,84,88.6,98.15,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,6.4,85,7.7,3.9,70,80,77,0,74,66,73.4,82.29,Physics,Aerospace Engineer,Good,Eligible
Computer Science,5.9,85,7.6,3.9,76,72,86,0,85,78,79.4,85.03,Chemistry,Pharmacist,Excellent,Eligible
Biology,4.7,82,6.7,4.8,58,56,61,72,0,67,62.8,62.44,Biology,Biotechnologist,Average,Eligible
Biology,7.6,100,8.5,1.8,98,98,98,96,0,81,94.2,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,5.4,78,7.6,3.2,78,71,71,0,76,85,76.2,81.24,English,Content Writer,Good,Eligible
Biology,8.4,93,8.0,1.8,98,86,86,100,0,93,92.6,100.0,Biology,Microbiologist,Excellent,Eligible
Biology,4.2,63,6.8,5.4,59,53,50,66,0,58,57.2,54.59,Biology,Doctor,Average,Shortage
Computer Science,5.9,81,7.8,2.6,80,81,83,0,80,72,79.2,80.89,Chemistry,Materials Scientist,Good,Eligible
Biology,3.7,80,5.8,4.7,75,56,75,67,0,52,65.0,63.83,Mathematics,Data Scientist,Average,Eligible
Biology,3.2,43,4.7,6.5,59,57,37,47,0,44,48.8,32.84,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,2.9,45,5.2,7.4,35,45,32,30,0,58,40.0,32.55,English,Lawyer,Needs Improvement,Shortage
Computer Science,2.1,55,5.3,6.3,36,49,36,0,42,61,44.8,32.38,English,Content Writer,Needs Improvement,Shortage
Biology,3.6,63,6.7,5.1,70,60,73,70,0,64,67.4,63.24,Chemistry,Materials Scientist,Average,Shortage
Computer Science,3.3,70,6.7,4.8,75,59,55,0,55,62,61.2,53.77,Mathematics,Data Scientist,Average,Shortage
Computer Science,3.2,74,5.8,3.2,65,50,75,0,76,75,68.2,65.05,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,5.5,78,7.2,3.8,70,73,89,73,0,85,78.0,80.86,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,3.5,61,7.0,3.0,56,73,70,0,52,59,62.0,60.42,Physics,Research Scientist,Average,Shortage
Computer Science,3.5,65,6.6,5.2,61,53,66,0,74,62,63.2,57.37,Computer Science,AI Engineer,Average,Shortage
Computer Science,2.0,40,5.0,6.1,42,34,53,0,32,38,39.8,28.24,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Biology,6.8,76,7.9,4.0,77,88,77,89,0,86,83.4,89.72,Biology,Microbiologist,Excellent,Eligible
Biology,6.7,87,7.2,2.2,83,80,80,72,0,79,78.8,85.82,Mathematics,Statistician,Excellent,Eligible
Computer Science,4.5,66,7.2,5.5,73,58,54,0,67,50,60.4,59.46,Mathematics,Data Scientist,Average,Shortage
Computer Science,8.3,99,7.8,0.8,86,97,87,0,90,88,89.6,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,4.0,71,5.9,4.4,74,51,49,64,0,60,59.6,59.03,Mathematics,Statistician,Average,Shortage
Biology,6.7,79,7.0,2.2,90,73,88,89,0,83,84.6,88.96,Mathematics,Financial Analyst,Excellent,Eligible
Biology,6.6,83,7.6,2.9,81,73,89,82,0,85,82.0,87.52,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,4.3,66,6.0,5.3,58,59,60,0,75,66,63.6,60.7,Computer Science,AI Engineer,Average,Shortage
Computer Science,5.0,83,6.7,2.4,86,77,84,0,73,83,80.6,84.53,Mathematics,Data Scientist,Good,Eligible
Biology,6.8,85,7.1,3.9,73,75,80,73,0,83,76.8,85.02,English,Content Writer,Excellent,Eligible
Biology,4.9,74,5.8,3.7,73,69,68,55,0,76,68.2,66.68,English,Teacher,Average,Shortage
Computer Science,5.2,86,7.8,3.9,87,75,84,0,77,79,80.4,85.02,Mathematics,Actuary,Excellent,Eligible
Biology,2.3,53,6.2,7.7,52,49,60,47,0,36,48.8,40.03,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,1.5,21,3.8,9.1,34,43,45,0,35,31,37.6,21.59,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Biology,4.6,81,6.9,3.4,68,60,59,66,0,65,63.6,65.9,Mathematics,Actuary,Average,Eligible
Computer Science,4.3,62,6.6,5.8,66,68,66,0,56,53,61.8,61.38,Physics,Mechanical Engineer,Average,Shortage
Computer Science,4.8,67,5.7,5.8,54,68,67,0,58,51,59.6,57.33,Physics,Electrical Engineer,Average,Shortage
Computer Science,3.3,70,7.0,4.2,63,60,59,0,78,51,62.2,60.23,Computer Science,AI Engineer,Average,Shortage
Computer Science,7.4,99,7.7,1.4,100,94,98,0,95,93,96.0,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,4.1,78,7.0,5.0,62,57,54,0,77,80,66.0,69.62,English,Lawyer,Average,Eligible
Computer Science,1.7,59,6.1,5.6,39,39,42,0,39,39,39.6,25.11,Chemistry,Materials Scientist,Needs Improvement,Shortage
Biology,7.6,96,7.8,2.3,100,92,90,86,0,81,89.8,95.36,Mathematics,Actuary,Excellent,Eligible
Computer Science,6.0,82,7.4,2.1,70,86,87,0,81,70,78.8,83.03,Chemistry,Materials Scientist,Good,Eligible
Biology,3.4,46,4.8,5.5,38,44,43,57,0,43,45.0,32.09,Biology,Biomedical Researcher,Needs Improvement,Shortage
Computer Science,1.6,21,4.1,9.6,35,16,15,0,20,39,25.0,9.05,English,Journalist,Needs Improvement,Shortage
Biology,2.2,66,5.6,6.8,45,43,31,52,0,42,42.6,37.14,Biology,Doctor,Needs Improvement,Shortage
Biology,4.4,76,6.4,3.9,57,71,63,56,0,79,65.2,66.92,English,Lawyer,Average,Eligible
Biology,3.3,69,5.9,5.6,52,73,56,74,0,71,65.2,57.44,Biology,Microbiologist,Average,Shortage
Computer Science,8.0,96,7.6,1.5,87,90,83,0,92,95,89.4,100.0,English,Journalist,Excellent,Eligible
Computer Science,3.0,52,5.2,7.1,59,49,49,0,34,61,50.4,38.45,English,Journalist,Needs Improvement,Shortage
Computer Science,6.3,83,7.7,3.4,72,70,72,0,80,85,75.8,82.11,English,Journalist,Good,Eligible
Computer Science,7.9,92,7.3,2.3,85,89,95,0,97,86,90.4,99.27,Computer Science,Software Engineer,Excellent,Eligible
Computer Science,8.8,88,7.6,2.1,89,88,100,0,88,94,91.8,100.0,Chemistry,Pharmacist,Excellent,Eligible
Biology,5.1,77,7.7,3.5,90,75,74,77,0,85,80.2,83.23,Mathematics,Financial Analyst,Good,Eligible
Biology,2.9,65,5.7,7.4,44,53,54,54,0,54,51.8,46.05,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,3.7,80,7.2,4.1,54,73,58,0,64,58,61.4,59.53,Physics,Aerospace Engineer,Average,Eligible
Computer Science,3.1,78,7.4,5.9,56,52,65,0,71,78,64.4,64.28,English,Teacher,Average,Eligible
Biology,6.2,83,6.8,2.3,81,74,73,79,0,66,74.6,79.55,Mathematics,Statistician,Good,Eligible
Biology,8.9,95,7.2,0.8,87,90,89,97,0,94,91.4,100.0,Biology,Doctor,Excellent,Eligible
Biology,4.1,81,5.7,3.5,61,54,67,57,0,75,62.8,66.24,English,Journalist,Average,Eligible
Computer Science,3.6,66,6.5,3.5,63,59,57,0,65,64,61.6,58.39,Computer Science,Machine Learning Engineer,Average,Shortage
Computer Science,3.2,69,6.9,3.7,51,73,71,0,61,78,66.8,58.58,English,Content Writer,Average,Shortage
Computer Science,7.2,89,7.8,1.8,96,89,99,0,97,94,95.0,100.0,Chemistry,Pharmacist,Excellent,Eligible
Computer Science,3.1,81,5.8,3.8,57,73,69,0,66,56,64.2,63.62,Physics,Electrical Engineer,Average,Eligible
Computer Science,3.4,68,7.2,5.5,74,64,58,0,77,66,67.8,63.62,Computer Science,Software Engineer,Average,Shortage
Computer Science,9.5,97,8.0,0.6,89,93,84,0,97,82,89.0,100.0,Computer Science,AI Engineer,Excellent,Eligible
Biology,9.4,94,8.3,1.1,92,100,82,90,0,83,89.4,100.0,Physics,Research Scientist,Excellent,Eligible
Computer Science,8.1,94,8.1,1.2,95,87,88,0,89,85,88.8,99.99,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,4.9,68,5.9,4.2,57,62,64,0,77,74,66.8,64.6,Computer Science,AI Engineer,Average,Shortage
Biology,7.1,99,7.2,0.5,95,98,86,91,0,93,92.6,100.0,Physics,Research Scientist,Excellent,Eligible
Biology,2.5,53,5.4,7.6,51,32,33,51,0,47,42.8,32.74,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,3.1,43,5.4,7.4,41,60,40,0,30,46,43.4,35.16,Physics,Electrical Engineer,Needs Improvement,Shortage
Computer Science,5.9,83,7.7,3.7,77,88,73,0,70,82,78.0,82.41,Physics,Electrical Engineer,Good,Eligible
Computer Science,3.2,69,6.0,5.5,57,50,48,0,56,54,53.0,47.73,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,4.1,60,7.2,5.2,69,74,49,73,0,53,63.6,63.88,Physics,Aerospace Engineer,Average,Shortage
Computer Science,8.4,100,8.3,1.2,99,87,87,0,97,93,92.6,100.0,Mathematics,Actuary,Excellent,Eligible
Biology,6.6,89,6.8,3.2,88,84,81,76,0,67,79.2,85.44,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.2,72,5.7,4.4,75,60,64,0,65,58,64.4,60.37,Mathematics,Financial Analyst,Average,Shortage
Computer Science,4.6,75,6.0,4.4,70,53,75,0,75,63,67.2,69.8,Chemistry,Pharmacist,Average,Eligible
Biology,6.9,78,6.9,2.9,73,75,90,89,0,86,82.6,84.84,Chemistry,Pharmacist,Good,Eligible
Computer Science,3.6,60,6.1,5.9,63,70,57,0,64,58,62.4,53.37,Physics,Electrical Engineer,Average,Shortage
Biology,5.4,87,7.7,3.0,72,82,89,75,0,68,77.2,80.55,Chemistry,Materials Scientist,Good,Eligible
Biology,5.1,85,6.8,3.1,76,75,68,76,0,79,74.8,80.24,English,Teacher,Good,Eligible
Computer Science,4.4,80,5.7,5.4,53,67,67,0,75,70,66.4,68.27,Computer Science,Cybersecurity Analyst,Average,Eligible
Computer Science,8.2,96,7.9,1.2,98,87,86,0,85,87,88.6,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,7.9,97,7.0,0.8,98,96,89,0,94,83,92.0,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,4.3,65,7.4,4.0,52,75,55,0,74,63,63.8,60.87,Physics,Research Scientist,Average,Shortage
Computer Science,1.4,41,4.6,8.4,35,39,24,0,43,46,37.4,19.66,English,Journalist,Needs Improvement,Shortage
Biology,4.2,74,7.4,4.3,61,51,49,57,0,68,57.2,59.32,English,Teacher,Average,Shortage
Computer Science,4.2,69,5.8,4.8,59,75,50,0,59,50,58.6,55.01,Physics,Mechanical Engineer,Average,Shortage
Computer Science,4.6,74,6.4,3.5,57,63,65,0,75,57,63.4,60.67,Computer Science,AI Engineer,Average,Shortage
Biology,5.6,84,6.5,2.0,70,73,74,78,0,79,74.8,78.93,English,Content Writer,Good,Eligible
Biology,3.8,65,6.5,5.9,75,52,58,60,0,72,63.4,60.46,Mathematics,Statistician,Average,Shortage
Biology,6.2,83,6.8,2.4,86,83,83,78,0,68,79.6,84.12,Mathematics,Actuary,Good,Eligible
Computer Science,4.3,74,7.5,5.0,63,63,73,0,63,59,64.2,63.01,Chemistry,Materials Scientist,Average,Shortage
Biology,9.6,95,7.7,0.8,87,90,91,98,0,84,90.0,100.0,Biology,Biotechnologist,Excellent,Eligible
Computer Science,3.7,63,7.2,4.6,70,70,52,0,76,77,69.0,64.22,English,Teacher,Average,Shortage
Biology,6.2,89,7.1,2.2,75,75,84,79,0,78,78.2,89.33,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,3.5,60,5.1,5.9,50,33,39,0,33,55,42.0,37.95,English,Teacher,Needs Improvement,Shortage
Biology,3.2,65,6.5,4.7,66,53,53,56,0,74,60.4,56.82,English,Content Writer,Average,Shortage
Biology,5.9,75,7.6,3.0,72,72,78,82,0,75,75.8,79.67,Biology,Biomedical Researcher,Good,Eligible
Computer Science,3.8,77,5.7,3.4,50,66,55,0,71,63,61.0,60.65,Computer Science,AI Engineer,Average,Eligible
Biology,4.7,68,7.4,3.1,69,56,48,75,0,63,62.2,61.35,Biology,Microbiologist,Average,Shortage
Computer Science,3.0,80,5.7,5.5,73,74,52,0,78,53,66.0,65.29,Computer Science,Software Engineer,Average,Eligible
Computer Science,6.0,77,7.1,3.6,77,79,76,0,88,80,80.0,84.92,Computer Science,Machine Learning Engineer,Good,Eligible
Computer Science,3.0,61,4.8,6.3,33,33,48,0,54,56,44.8,35.21,English,Lawyer,Needs Improvement,Shortage
Computer Science,1.2,42,5.1,8.5,32,39,38,0,32,20,32.2,14.79,Physics,Aerospace Engineer,Needs Improvement,Shortage
Biology,7.3,88,7.2,2.3,90,87,83,99,0,82,88.2,94.48,Biology,Biotechnologist,Excellent,Eligible
Biology,3.3,60,6.2,7.8,31,51,47,54,0,37,44.0,38.96,Biology,Biomedical Researcher,Needs Improvement,Shortage
Computer Science,7.1,92,8.3,0.9,100,85,85,0,86,91,89.4,96.27,Mathematics,Financial Analyst,Excellent,Eligible
Biology,5.0,76,7.1,2.3,89,77,76,81,0,69,78.4,80.7,Mathematics,Data Scientist,Good,Eligible
Computer Science,8.2,89,7.6,0.8,93,86,97,0,93,93,92.4,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,6.0,77,7.9,3.1,86,78,83,74,0,79,80.0,84.78,Mathematics,Financial Analyst,Good,Eligible
Biology,4.1,81,6.1,5.9,60,69,56,51,0,77,62.6,64.1,English,Teacher,Average,Eligible
Biology,7.4,92,7.5,1.8,90,96,82,90,0,93,90.2,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,5.8,79,8.0,4.0,76,87,70,80,0,75,77.6,82.83,Physics,Electrical Engineer,Good,Eligible
Computer Science,4.8,74,6.4,4.2,54,62,65,0,72,68,64.2,61.77,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,3.3,53,5.6,7.4,36,49,49,40,0,43,43.4,31.98,Physics,Mechanical Engineer,Needs Improvement,Shortage
Biology,9.7,96,7.9,0.8,100,95,85,97,0,94,94.2,100.0,Mathematics,Actuary,Excellent,Eligible
Biology,6.0,90,7.5,4.0,90,76,82,79,0,71,79.6,87.85,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,5.1,77,8.0,2.5,86,85,80,0,91,72,82.8,88.15,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,4.7,64,5.8,5.5,63,74,60,0,57,79,66.6,63.26,English,Lawyer,Average,Shortage
Biology,8.0,92,8.4,1.2,91,86,94,89,0,92,90.4,100.0,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,6.3,88,8.0,2.9,78,76,80,82,0,75,78.2,86.09,Biology,Biomedical Researcher,Excellent,Eligible
Biology,5.2,77,7.6,3.9,87,75,82,75,0,65,76.8,77.3,Mathematics,Statistician,Good,Eligible
Biology,3.2,71,5.9,4.4,64,73,53,72,0,64,65.2,58.47,Physics,Mechanical Engineer,Average,Shortage
Computer Science,9.4,100,7.9,2.3,91,95,90,0,89,88,90.6,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,1.8,63,5.5,6.3,33,35,38,52,0,61,43.8,37.13,English,Content Writer,Needs Improvement,Shortage
Biology,5.5,76,6.8,3.4,84,75,90,84,0,82,83.0,86.15,Chemistry,Materials Scientist,Excellent,Eligible
Biology,3.7,75,5.8,4.6,64,69,51,66,0,70,64.0,62.55,English,Journalist,Average,Eligible
Computer Science,3.2,47,4.7,5.7,40,56,31,0,63,61,50.2,36.03,Computer Science,AI Engineer,Needs Improvement,Shortage
Computer Science,4.8,63,7.1,5.2,51,74,75,0,73,61,66.8,65.01,Chemistry,Materials Scientist,Average,Shortage
Computer Science,3.9,80,6.1,3.3,75,55,61,0,54,60,61.0,59.92,Mathematics,Data Scientist,Average,Eligible
Computer Science,4.4,82,7.5,3.4,66,61,65,0,76,54,64.4,66.63,Computer Science,Cybersecurity Analyst,Average,Eligible
Computer Science,4.7,80,6.9,4.5,71,71,49,0,53,55,59.8,62.56,Mathematics,Data Scientist,Average,Eligible
Computer Science,8.6,100,7.3,2.0,90,93,93,0,90,85,90.2,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,3.9,77,5.7,5.9,73,51,70,62,0,75,66.2,67.33,English,Lawyer,Average,Eligible
Computer Science,1.7,52,6.1,7.5,37,38,30,0,53,41,39.8,28.32,Computer Science,Machine Learning Engineer,Needs Improvement,Shortage
Biology,2.4,62,5.6,7.3,36,38,59,44,0,61,47.6,42.51,English,Content Writer,Needs Improvement,Shortage
Computer Science,6.1,89,7.6,3.2,82,88,84,0,80,79,82.6,90.95,Physics,Electrical Engineer,Excellent,Eligible
Biology,6.9,78,6.9,2.5,85,80,88,71,0,84,81.6,87.98,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,4.5,76,6.9,5.6,59,74,56,0,70,74,66.6,66.74,Physics,Mechanical Engineer,Average,Eligible
Biology,8.8,92,7.3,1.4,86,98,95,93,0,94,93.2,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Biology,7.4,89,7.6,2.4,98,97,91,95,0,93,94.8,100.0,Mathematics,Statistician,Excellent,Eligible
Biology,6.3,86,7.6,2.3,88,84,86,80,0,73,82.2,89.67,Mathematics,Actuary,Excellent,Eligible
Biology,4.7,63,7.2,4.7,69,61,72,65,0,58,65.0,61.97,Chemistry,Materials Scientist,Average,Shortage
Biology,7.7,88,7.9,1.1,96,93,93,98,0,81,92.2,98.39,Biology,Doctor,Excellent,Eligible
Computer Science,1.9,54,5.3,5.6,47,41,45,0,55,59,49.4,38.65,English,Lawyer,Needs Improvement,Shortage
Computer Science,5.9,90,7.2,2.3,81,71,80,0,72,83,77.4,82.55,English,Content Writer,Good,Eligible
Biology,5.7,84,6.6,3.0,87,78,87,89,0,86,85.4,89.32,Biology,Biotechnologist,Excellent,Eligible
Biology,10.0,99,8.4,2.0,98,93,84,97,0,92,92.8,100.0,Mathematics,Statistician,Excellent,Eligible
Computer Science,2.4,55,5.0,6.8,35,32,58,0,45,58,45.6,36.52,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,2.3,41,4.8,6.8,47,56,53,0,31,41,45.6,29.49,Physics,Mechanical Engineer,Needs Improvement,Shortage
Computer Science,5.0,76,7.0,4.5,75,50,56,0,71,64,63.2,67.39,Mathematics,Actuary,Average,Eligible
Computer Science,5.4,83,7.1,3.6,82,77,75,0,72,68,74.8,75.97,Mathematics,Statistician,Good,Eligible
Biology,3.0,73,6.2,4.1,63,53,74,61,0,76,65.4,58.38,English,Teacher,Average,Shortage
Biology,9.4,94,8.1,0.9,86,88,95,92,0,92,90.6,98.25,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,3.6,75,7.3,5.0,61,64,54,0,59,57,59.0,60.26,Physics,Mechanical Engineer,Average,Eligible
Biology,2.4,44,6.5,7.7,47,59,45,38,0,47,47.2,36.48,Physics,Electrical Engineer,Needs Improvement,Shortage
Computer Science,4.9,75,5.8,4.1,55,70,61,0,71,52,61.8,63.92,Computer Science,AI Engineer,Average,Eligible
Computer Science,10.0,96,7.9,2.4,92,89,84,0,91,82,87.6,99.47,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.5,78,6.1,3.8,57,53,60,0,50,56,55.2,53.27,Chemistry,Pharmacist,Average,Eligible
