study_hours,attendance,sleep_hours,internet_usage,number_of_subjects,average_subject_score,highest_subject_score,lowest_subject_score,score_consistency,previous_overall_score,exam_score,performance_level,attendance_status
8.5,97,7.1,1.9,7,92.29,100.0,86.0,4.27,88.16,100.0,Excellent,Eligible
2.0,70,5.2,6.1,7,46.86,64.0,31.0,11.65,43.42,37.54,Needs Improvement,Shortage
5.5,84,7.9,2.4,5,86.8,88.0,85.0,1.17,86.9,87.97,Excellent,Eligible
6.3,82,7.4,3.6,5,78.8,86.0,70.0,5.74,81.42,86.22,Excellent,Eligible
8.7,97,7.4,0.6,3,95.33,97.0,93.0,1.7,93.49,100.0,Excellent,Eligible
4.5,68,6.9,3.8,8,67.5,76.0,56.0,5.66,64.64,65.09,Average,Shortage
3.4,64,5.9,7.6,4,45.0,63.0,32.0,11.9,51.12,41.6,Needs Improvement,Shortage
3.1,67,6.0,7.5,3,40.67,48.0,34.0,5.73,40.73,36.16,Needs Improvement,Shortage
7.6,97,7.1,0.7,6,91.67,98.0,85.0,3.94,83.85,100.0,Excellent,Eligible
2.7,56,5.4,7.6,3,42.33,48.0,36.0,4.92,40.45,30.69,Needs Improvement,Shortage
2.1,58,6.0,5.3,7,45.14,55.0,32.0,8.97,48.58,36.65,Needs Improvement,Shortage
3.0,81,6.7,5.4,3,62.33,68.0,56.0,4.92,71.07,65.48,Average,Eligible
5.0,88,6.9,3.3,7,77.71,90.0,70.0,6.73,74.46,78.85,Good,Eligible
1.9,47,4.5,8.6,3,35.33,42.0,26.0,6.8,43.2,21.86,Needs Improvement,Shortage
4.3,76,5.8,5.0,8,69.12,75.0,58.0,5.06,77.05,71.93,Good,Eligible
9.7,100,7.2,2.1,6,87.67,90.0,85.0,1.89,78.95,95.12,Excellent,Eligible
1.8,67,6.3,6.5,4,49.25,60.0,35.0,10.64,46.32,42.43,Needs Improvement,Shortage
6.6,80,7.5,2.1,8,81.38,92.0,71.0,8.25,83.0,89.59,Excellent,Eligible
3.6,72,6.5,3.3,4,68.5,71.0,65.0,2.6,72.21,65.46,Average,Shortage
4.4,74,7.4,3.9,7,62.29,76.0,52.0,7.81,60.49,60.03,Average,Shortage
6.9,85,7.2,2.3,3,76.33,83.0,70.0,5.31,70.63,82.58,Good,Eligible
4.8,70,7.0,5.2,3,62.33,77.0,55.0,10.37,65.8,64.5,Average,Shortage
5.1,82,6.6,3.0,5,80.8,91.0,72.0,6.68,87.49,84.95,Good,Eligible
3.8,78,6.6,5.5,4,63.25,77.0,52.0,9.6,64.99,63.15,Average,Eligible
3.5,48,5.3,5.8,4,45.75,55.0,30.0,9.44,46.5,34.1,Needs Improvement,Shortage
7.0,77,6.7,2.5,7,80.57,87.0,72.0,5.47,82.62,86.82,Excellent,Eligible
5.3,82,7.8,2.4,6,78.33,90.0,72.0,6.85,69.7,79.12,Good,Eligible
7.0,78,7.7,2.7,3,82.67,85.0,81.0,1.7,88.16,89.01,Excellent,Eligible
2.7,47,5.2,6.2,8,46.38,64.0,31.0,13.02,54.59,40.06,Needs Improvement,Shortage
5.9,81,6.9,3.2,3,78.0,88.0,72.0,7.12,80.86,80.96,Good,Eligible
3.5,57,6.2,6.3,7,53.0,62.0,42.0,6.07,50.66,39.03,Needs Improvement,Shortage
2.0,70,5.4,7.4,5,44.8,62.0,37.0,9.91,49.64,39.71,Needs Improvement,Shortage
4.1,79,6.8,4.4,7,61.71,74.0,54.0,6.76,70.15,65.57,Average,Eligible
3.7,60,6.9,3.3,4,59.5,78.0,51.0,11.06,53.8,52.27,Average,Shortage
6.1,86,7.5,3.8,6,76.83,92.0,71.0,7.24,83.54,86.99,Excellent,Eligible
3.4,65,6.4,5.9,4,60.75,74.0,52.0,8.98,53.28,50.39,Average,Shortage
4.4,64,6.6,3.9,7,63.14,76.0,50.0,8.36,64.39,60.7,Average,Shortage
3.1,73,6.8,5.0,5,64.2,78.0,55.0,7.88,58.2,58.23,Average,Shortage
6.0,83,7.3,2.6,4,86.0,92.0,73.0,7.58,90.73,92.53,Excellent,Eligible
3.1,72,7.4,4.8,6,58.17,63.0,52.0,4.22,61.09,56.8,Average,Shortage
4.3,64,6.7,4.7,6,63.33,69.0,55.0,5.62,56.03,58.28,Average,Shortage
7.3,97,7.3,1.9,5,91.6,95.0,87.0,2.8,100.0,100.0,Excellent,Eligible
3.9,74,5.9,3.8,3,55.33,61.0,50.0,4.5,59.82,48.65,Needs Improvement,Shortage
4.9,82,6.5,3.8,6,64.83,73.0,53.0,8.13,63.22,66.79,Average,Eligible
4.9,60,6.0,4.5,3,67.33,75.0,52.0,10.84,68.76,64.35,Average,Shortage
3.3,68,6.9,5.2,5,60.2,72.0,50.0,7.7,54.6,50.8,Average,Shortage
3.4,70,6.5,5.8,4,63.75,71.0,59.0,4.44,58.95,58.88,Average,Shortage
2.7,55,5.5,6.3,8,52.0,64.0,33.0,9.55,45.95,39.71,Needs Improvement,Shortage
5.2,87,7.7,3.0,4,77.75,83.0,72.0,4.15,75.67,85.92,Excellent,Eligible
3.3,76,7.1,4.8,5,63.0,76.0,52.0,9.21,64.56,63.19,Average,Eligible
6.7,84,6.8,3.1,4,85.0,90.0,80.0,3.61,86.08,89.8,Excellent,Eligible
5.7,86,7.3,3.3,5,80.2,82.0,75.0,2.64,71.48,85.79,Excellent,Eligible
5.7,87,7.2,3.7,8,80.75,92.0,71.0,6.42,76.82,86.5,Excellent,Eligible
5.2,87,7.8,3.8,7,84.43,91.0,70.0,6.57,89.89,93.53,Excellent,Eligible
4.9,67,5.8,6.0,5,53.8,61.0,50.0,4.75,57.06,51.74,Average,Shortage
6.9,88,7.4,2.3,5,79.6,82.0,73.0,3.38,81.6,87.58,Excellent,Eligible
4.4,73,6.9,3.5,4,66.5,75.0,61.0,5.22,62.24,64.44,Average,Shortage
6.2,76,7.6,3.9,8,81.25,86.0,73.0,4.71,71.78,83.8,Good,Eligible
6.5,77,7.7,3.1,6,82.17,90.0,71.0,8.01,87.71,88.13,Excellent,Eligible
8.8,99,8.4,1.5,8,94.38,98.0,90.0,2.74,100.0,100.0,Excellent,Eligible
6.8,78,8.0,3.9,4,84.75,89.0,76.0,5.17,90.04,92.1,Excellent,Eligible
5.7,85,7.9,2.8,7,85.0,92.0,73.0,6.0,89.97,90.54,Excellent,Eligible
3.2,51,5.3,5.2,3,49.67,63.0,31.0,13.6,57.39,41.95,Needs Improvement,Shortage
9.1,93,7.8,1.9,3,88.0,91.0,85.0,2.45,90.05,100.0,Excellent,Eligible
3.2,64,6.3,5.7,5,67.6,77.0,53.0,8.69,59.85,60.64,Average,Shortage
4.3,81,5.6,3.9,4,63.0,68.0,58.0,3.61,68.41,66.42,Average,Eligible
4.8,71,5.6,4.5,6,70.5,77.0,57.0,7.41,71.98,70.59,Good,Shortage
2.5,65,6.5,5.3,6,47.67,55.0,31.0,8.79,51.73,42.15,Needs Improvement,Shortage
8.3,96,8.3,2.3,4,93.25,99.0,87.0,4.6,92.88,100.0,Excellent,Eligible
3.7,80,5.8,3.7,3,60.0,71.0,51.0,8.29,57.22,59.1,Average,Eligible
1.8,40,6.0,7.1,5,48.4,62.0,37.0,9.97,40.9,33.36,Needs Improvement,Shortage
5.6,88,7.9,2.8,5,81.4,89.0,70.0,7.91,84.9,88.59,Excellent,Eligible
4.1,60,5.9,3.3,8,69.0,75.0,59.0,5.92,66.11,65.69,Average,Shortage
9.0,96,7.7,1.0,6,93.5,96.0,92.0,1.61,92.62,100.0,Excellent,Eligible
6.2,86,7.0,2.7,3,76.33,84.0,71.0,5.56,67.06,80.47,Good,Eligible
5.1,81,7.0,2.6,6,84.33,89.0,78.0,3.59,87.94,90.17,Excellent,Eligible
6.1,75,7.1,3.0,7,79.57,92.0,73.0,7.21,71.01,83.76,Good,Eligible
3.4,67,6.1,4.2,6,69.5,76.0,55.0,6.8,72.01,63.82,Average,Shortage
1.9,51,6.1,5.3,4,41.5,55.0,32.0,8.38,47.3,32.38,Needs Improvement,Shortage
4.8,68,7.3,4.7,4,68.25,78.0,55.0,9.34,66.15,65.88,Average,Shortage
4.1,65,6.5,4.0,8,65.88,77.0,55.0,7.79,73.23,68.48,Average,Shortage
4.4,62,7.3,5.3,3,62.67,73.0,50.0,9.53,66.35,64.27,Average,Shortage
4.1,74,6.2,5.5,5,69.6,78.0,59.0,6.47,64.27,67.24,Average,Shortage
7.3,96,8.0,1.2,8,94.88,100.0,89.0,3.66,86.47,100.0,Excellent,Eligible
5.3,85,7.6,2.3,6,83.0,90.0,75.0,6.45,80.34,86.83,Excellent,Eligible
9.5,97,8.1,0.7,6,93.67,99.0,87.0,4.46,87.68,100.0,Excellent,Eligible
0.8,24,3.7,8.9,4,26.0,32.0,18.0,5.48,26.6,10.32,Needs Improvement,Shortage
2.0,55,4.9,7.5,8,44.5,65.0,33.0,9.22,47.9,32.45,Needs Improvement,Shortage
3.2,79,7.4,3.2,5,68.4,76.0,59.0,5.85,74.41,70.99,Good,Eligible
7.3,95,7.6,1.2,8,92.5,98.0,85.0,4.39,83.39,98.33,Excellent,Eligible
4.9,71,7.5,3.4,8,69.12,76.0,58.0,6.53,61.71,66.54,Average,Shortage
4.0,61,7.1,4.0,4,64.75,77.0,56.0,8.14,60.18,58.49,Average,Shortage
4.1,79,6.6,4.2,4,67.0,69.0,64.0,1.87,72.45,68.6,Average,Eligible
1.8,40,6.2,5.4,3,49.0,63.0,39.0,10.2,53.68,36.28,Needs Improvement,Shortage
2.8,41,5.1,7.7,8,46.5,59.0,37.0,6.69,47.56,36.11,Needs Improvement,Shortage
0.5,21,4.4,7.5,8,34.75,45.0,22.0,8.17,31.13,21.45,Needs Improvement,Shortage
3.5,78,6.8,3.1,8,66.0,77.0,54.0,7.97,71.57,69.25,Average,Eligible
8.5,97,7.6,1.8,3,92.67,96.0,88.0,3.4,88.9,100.0,Excellent,Eligible
1.5,38,3.9,7.3,7,31.43,40.0,22.0,5.5,29.38,15.22,Needs Improvement,Shortage
7.4,91,8.3,0.7,3,93.0,97.0,91.0,2.83,95.53,100.0,Excellent,Eligible
0.7,26,3.6,9.5,4,29.75,34.0,25.0,3.83,20.74,11.74,Needs Improvement,Shortage
4.9,65,7.5,3.8,8,67.5,76.0,53.0,7.76,69.34,65.95,Average,Shortage
5.1,77,7.5,3.6,3,79.67,91.0,70.0,8.65,83.94,84.55,Good,Eligible
3.1,71,6.3,5.0,6,65.0,75.0,52.0,7.9,74.56,61.54,Average,Shortage
10.0,95,7.1,2.3,8,95.75,99.0,93.0,2.38,93.98,100.0,Excellent,Eligible
5.9,89,6.5,3.2,5,83.2,89.0,75.0,5.08,81.51,86.86,Excellent,Eligible
5.1,86,8.0,3.1,6,78.33,85.0,73.0,5.15,70.2,81.19,Good,Eligible
6.9,85,7.5,3.4,5,81.6,89.0,72.0,5.54,77.1,88.36,Excellent,Eligible
1.5,32,3.9,7.9,3,23.0,36.0,16.0,9.2,18.37,4.39,Needs Improvement,Shortage
1.7,36,4.5,8.5,6,31.67,41.0,25.0,5.34,22.94,9.21,Needs Improvement,Shortage
4.5,63,6.2,5.3,7,68.29,73.0,64.0,3.19,58.73,63.03,Average,Shortage
1.4,31,4.4,9.6,8,29.0,44.0,18.0,10.25,22.58,7.25,Needs Improvement,Shortage
5.7,89,7.0,3.8,6,79.5,89.0,71.0,6.45,78.23,86.3,Excellent,Eligible
8.4,100,8.1,1.6,6,90.0,95.0,87.0,2.58,89.0,100.0,Excellent,Eligible
1.6,42,4.8,5.3,8,48.62,64.0,33.0,9.96,55.74,37.62,Needs Improvement,Shortage
3.7,81,7.4,5.0,7,57.14,75.0,50.0,7.75,49.38,56.42,Average,Eligible
7.8,97,7.2,1.3,7,88.86,91.0,85.0,2.1,83.48,99.25,Excellent,Eligible
3.1,70,6.3,6.1,8,44.38,61.0,33.0,9.82,36.2,35.43,Needs Improvement,Shortage
3.9,64,6.0,5.0,4,67.25,72.0,62.0,3.7,76.73,67.25,Average,Shortage
8.4,90,8.3,1.1,7,90.57,97.0,85.0,4.37,89.64,100.0,Excellent,Eligible
1.3,46,5.4,7.4,5,32.6,44.0,23.0,8.01,26.94,16.56,Needs Improvement,Shortage
9.7,95,8.3,1.4,8,90.12,95.0,85.0,4.31,80.88,96.75,Excellent,Eligible
3.0,51,5.9,5.9,7,48.57,64.0,35.0,10.28,54.25,42.21,Needs Improvement,Shortage
9.1,88,8.5,0.6,7,90.86,95.0,86.0,3.76,95.01,100.0,Excellent,Eligible
0.7,46,5.1,7.0,6,30.83,43.0,17.0,10.16,27.39,18.16,Needs Improvement,Shortage
9.4,90,8.1,1.8,3,95.67,97.0,94.0,1.25,87.49,100.0,Excellent,Eligible
6.6,84,7.4,3.1,8,82.25,89.0,70.0,6.98,80.24,89.43,Excellent,Eligible
2.9,42,5.3,6.8,5,43.8,61.0,31.0,10.93,40.62,34.47,Needs Improvement,Shortage
6.3,85,6.5,2.2,4,82.0,90.0,73.0,6.52,83.97,89.45,Excellent,Eligible
6.0,84,6.7,3.8,7,79.14,90.0,71.0,6.53,80.06,83.97,Good,Eligible
3.1,65,7.5,4.0,8,59.62,72.0,52.0,6.4,50.56,54.07,Average,Shortage
2.5,50,4.6,6.9,8,39.38,53.0,30.0,8.53,33.5,25.5,Needs Improvement,Shortage
3.5,79,5.9,3.2,7,61.14,69.0,50.0,6.03,51.17,55.95,Average,Eligible
3.1,75,5.6,4.5,7,66.57,78.0,50.0,10.35,58.15,62.36,Average,Eligible
4.6,64,7.2,4.5,3,60.33,65.0,54.0,4.64,55.54,60.12,Average,Shortage
3.9,70,5.6,5.7,6,64.5,76.0,50.0,9.81,68.94,58.8,Average,Shortage
8.4,95,7.1,1.9,4,96.75,100.0,93.0,2.49,99.48,100.0,Excellent,Eligible
3.9,65,6.4,4.4,5,62.2,73.0,58.0,5.49,55.21,56.2,Average,Shortage
6.1,84,7.4,2.1,6,79.5,89.0,72.0,5.44,80.94,86.18,Excellent,Eligible
9.7,88,8.0,1.9,7,93.57,99.0,89.0,2.97,91.93,100.0,Excellent,Eligible
5.9,83,7.6,3.4,4,83.0,90.0,75.0,5.34,77.2,84.81,Good,Eligible
3.5,41,5.5,5.3,7,47.43,61.0,33.0,11.54,48.09,36.39,Needs Improvement,Shortage
3.5,65,6.9,3.3,7,62.43,76.0,51.0,9.48,60.29,57.11,Average,Shortage
5.3,87,7.3,3.5,4,82.5,92.0,70.0,8.41,77.29,86.87,Excellent,Eligible
6.4,90,6.6,3.2,5,76.2,90.0,70.0,7.05,80.95,81.74,Good,Eligible
2.4,64,4.6,5.1,5,49.4,65.0,35.0,12.35,45.11,37.27,Needs Improvement,Shortage
3.1,44,4.5,5.2,3,45.67,64.0,31.0,13.72,42.27,29.71,Needs Improvement,Shortage
4.9,77,6.4,3.0,4,62.75,75.0,51.0,8.5,53.8,62.51,Average,Eligible
5.5,75,7.5,3.3,8,79.5,91.0,71.0,6.42,76.95,85.14,Excellent,Eligible
6.9,79,7.2,2.3,5,80.0,86.0,75.0,4.52,85.03,87.22,Excellent,Eligible
4.3,72,6.3,4.6,6,61.0,70.0,52.0,6.86,62.17,61.24,Average,Shortage
4.9,60,5.9,5.6,5,63.0,76.0,53.0,7.4,64.95,59.31,Average,Shortage
4.8,80,6.1,4.8,8,63.5,78.0,50.0,9.43,54.44,60.78,Average,Eligible
2.8,58,4.8,7.1,8,47.62,63.0,35.0,9.62,42.27,33.39,Needs Improvement,Shortage
5.8,88,8.0,2.5,4,81.5,89.0,74.0,6.18,85.11,89.01,Excellent,Eligible
5.1,76,6.7,2.8,6,80.5,89.0,74.0,4.96,87.73,84.67,Good,Eligible
3.6,73,7.3,3.5,4,61.75,67.0,56.0,4.15,55.46,54.42,Average,Shortage
2.5,63,5.1,5.4,7,49.29,58.0,38.0,7.3,49.1,42.48,Needs Improvement,Shortage
4.0,82,7.4,3.3,6,63.5,76.0,53.0,7.46,55.96,62.47,Average,Eligible
6.6,90,7.7,3.9,4,77.75,82.0,73.0,3.83,79.62,85.6,Excellent,Eligible
8.6,95,8.2,1.2,6,93.83,96.0,92.0,1.34,98.32,100.0,Excellent,Eligible
4.7,81,5.8,3.4,7,68.71,78.0,52.0,8.53,63.83,68.73,Average,Eligible
4.8,73,6.6,5.1,4,60.75,76.0,51.0,9.26,50.82,55.45,Average,Shortage
4.0,80,5.5,5.7,3,58.33,71.0,50.0,9.1,57.56,60.81,Average,Eligible
6.1,89,7.7,2.3,6,80.5,89.0,74.0,4.5,86.41,91.14,Excellent,Eligible
1.7,49,5.0,5.5,7,49.57,65.0,33.0,11.81,54.48,35.91,Needs Improvement,Shortage
4.1,80,6.2,5.1,5,64.0,75.0,58.0,6.6,72.91,67.45,Average,Eligible
3.4,57,4.9,5.8,5,54.4,65.0,34.0,11.22,55.28,43.72,Needs Improvement,Shortage
5.1,77,7.1,2.5,8,79.12,92.0,71.0,6.79,70.45,80.6,Good,Eligible
4.4,77,6.9,4.6,8,64.75,77.0,53.0,8.94,73.97,67.61,Average,Eligible
4.9,73,7.3,4.5,5,67.4,77.0,53.0,10.97,57.56,63.52,Average,Shortage
5.6,76,6.5,2.0,3,80.33,86.0,70.0,7.32,84.48,86.81,Excellent,Eligible
1.8,58,4.6,6.9,8,46.12,58.0,32.0,7.79,44.67,29.12,Needs Improvement,Shortage
6.0,87,7.4,2.9,3,72.33,74.0,70.0,1.7,75.88,80.09,Good,Eligible
4.5,64,6.4,4.4,6,63.5,78.0,50.0,10.31,72.84,65.53,Average,Shortage
4.1,80,6.3,3.1,6,59.33,67.0,51.0,5.91,65.84,62.89,Average,Eligible
3.0,67,7.3,3.9,8,62.25,73.0,50.0,7.12,59.36,55.87,Average,Shortage
6.2,76,6.7,3.3,7,81.0,87.0,73.0,4.44,73.69,84.81,Good,Eligible
9.2,90,8.2,1.1,7,90.0,96.0,86.0,3.74,82.32,96.0,Excellent,Eligible
8.6,94,7.6,2.3,8,91.75,100.0,86.0,5.74,90.14,99.48,Excellent,Eligible
5.3,86,7.5,3.3,5,77.6,88.0,70.0,8.11,81.89,84.23,Good,Eligible
4.7,74,5.8,3.3,7,62.86,73.0,53.0,6.22,53.87,55.94,Average,Shortage
6.1,81,7.1,3.1,3,78.0,82.0,75.0,2.94,82.3,84.42,Good,Eligible
7.1,91,7.1,1.3,3,93.67,98.0,87.0,4.78,99.64,100.0,Excellent,Eligible
1.7,38,5.0,8.6,8,28.38,44.0,15.0,10.72,25.17,11.49,Needs Improvement,Shortage
3.6,67,6.9,5.4,7,64.0,77.0,54.0,8.57,71.7,58.67,Average,Shortage
3.8,79,5.5,4.4,8,61.25,77.0,51.0,8.71,64.26,60.84,Average,Eligible
3.0,56,4.5,6.7,3,53.0,58.0,44.0,6.38,43.31,36.44,Needs Improvement,Shortage
2.2,48,5.1,7.7,7,47.57,65.0,32.0,12.88,38.09,32.14,Needs Improvement,Shortage
4.6,76,7.4,3.7,6,63.67,78.0,50.0,9.46,59.25,66.33,Average,Eligible
9.2,96,7.3,1.1,6,90.83,98.0,86.0,4.02,83.95,100.0,Excellent,Eligible
9.3,93,8.3,0.7,3,87.33,92.0,85.0,3.3,95.06,97.42,Excellent,Eligible
5.5,84,7.2,2.4,4,80.0,88.0,74.0,6.16,89.98,86.87,Excellent,Eligible
7.4,99,7.3,1.2,5,90.8,95.0,86.0,3.12,94.64,99.4,Excellent,Eligible
4.7,76,6.1,4.7,5,64.2,75.0,55.0,8.03,69.11,68.89,Average,Eligible
3.4,62,5.9,4.2,4,57.5,65.0,50.0,5.85,63.99,55.79,Average,Shortage
4.9,77,6.9,5.6,4,69.75,76.0,61.0,5.63,66.19,70.27,Good,Eligible
3.3,71,7.0,3.2,4,61.25,72.0,51.0,9.78,51.43,53.89,Average,Shortage
4.9,64,6.5,5.3,8,66.5,77.0,51.0,7.19,57.68,60.82,Average,Shortage
4.6,75,5.6,4.4,4,67.0,75.0,61.0,5.24,71.92,68.15,Average,Eligible
7.1,88,7.3,1.7,6,93.83,99.0,87.0,4.98,88.66,100.0,Excellent,Eligible
4.5,72,6.1,4.3,4,62.0,71.0,54.0,8.03,61.9,60.16,Average,Shortage
3.9,72,7.3,3.6,6,61.5,72.0,53.0,5.91,69.81,59.81,Average,Shortage
3.7,74,7.1,5.1,3,65.33,74.0,53.0,8.96,68.79,62.11,Average,Shortage
5.5,75,7.3,3.6,4,83.0,92.0,70.0,8.31,90.73,87.58,Excellent,Eligible
5.3,77,7.1,2.6,6,83.67,91.0,72.0,6.45,79.33,89.63,Excellent,Eligible
8.3,98,7.5,1.0,6,90.0,96.0,85.0,3.83,85.61,99.48,Excellent,Eligible
8.0,93,8.4,1.3,4,91.25,95.0,89.0,2.49,83.17,97.12,Excellent,Eligible
0.7,28,4.8,9.6,8,30.88,40.0,16.0,8.78,31.2,11.3,Needs Improvement,Shortage
3.2,81,6.2,5.0,3,64.33,76.0,53.0,9.39,67.85,66.51,Average,Eligible
2.8,43,4.7,6.2,4,46.25,62.0,35.0,9.83,53.72,36.62,Needs Improvement,Shortage
7.2,89,8.4,1.9,7,92.71,97.0,87.0,3.61,89.32,97.52,Excellent,Eligible
4.6,64,6.1,4.0,6,64.0,74.0,51.0,7.16,58.25,57.47,Average,Shortage
3.5,79,7.4,3.8,6,59.33,74.0,52.0,7.09,51.22,56.61,Average,Eligible
5.1,90,6.7,3.7,6,82.33,90.0,72.0,7.93,83.13,86.87,Excellent,Eligible
6.5,88,7.9,3.2,4,87.25,90.0,84.0,2.17,86.33,92.76,Excellent,Eligible
2.9,46,5.2,6.5,3,46.67,51.0,40.0,4.78,43.94,37.38,Needs Improvement,Shortage
9.1,90,7.1,2.2,7,88.57,93.0,85.0,3.11,97.01,97.62,Excellent,Eligible
5.9,87,6.8,2.4,3,90.67,92.0,90.0,0.94,82.29,90.15,Excellent,Eligible
5.9,87,7.3,2.1,8,82.38,89.0,71.0,6.52,86.71,91.53,Excellent,Eligible
2.0,49,5.0,5.2,8,44.25,57.0,32.0,8.42,51.27,36.09,Needs Improvement,Shortage
7.2,93,8.3,2.0,5,90.6,96.0,86.0,4.45,81.74,93.97,Excellent,Eligible
6.8,76,7.1,3.9,3,78.33,88.0,73.0,6.85,69.97,80.51,Good,Eligible
3.4,70,6.8,5.4,7,63.71,76.0,55.0,7.67,59.28,56.97,Average,Shortage
9.9,97,7.6,1.4,4,91.0,97.0,86.0,5.05,84.29,100.0,Excellent,Eligible
2.0,29,3.9,9.1,4,23.25,34.0,17.0,6.46,25.39,7.95,Needs Improvement,Shortage
8.7,94,7.6,1.0,7,91.57,99.0,85.0,5.29,93.26,100.0,Excellent,Eligible
5.9,87,6.6,3.8,7,81.86,87.0,75.0,4.09,87.23,84.59,Good,Eligible
3.1,60,7.1,5.5,6,63.0,73.0,53.0,6.93,68.35,62.73,Average,Shortage
4.3,79,5.8,3.1,6,69.17,77.0,52.0,8.53,71.68,69.83,Average,Eligible
6.4,87,7.5,2.9,6,80.33,85.0,72.0,5.41,88.63,91.72,Excellent,Eligible
4.6,77,7.0,5.5,8,59.25,74.0,50.0,9.76,58.81,61.57,Average,Eligible
5.7,79,6.6,3.4,8,79.62,88.0,73.0,5.41,82.27,85.42,Excellent,Eligible
9.0,92,7.2,1.5,3,95.0,99.0,89.0,4.32,95.15,100.0,Excellent,Eligible
4.0,82,6.7,5.7,7,60.0,73.0,50.0,8.94,63.65,63.33,Average,Eligible
1.9,59,5.8,7.1,3,60.33,61.0,60.0,0.47,69.4,51.82,Average,Shortage
10.0,93,8.1,1.7,5,95.2,99.0,93.0,2.71,95.89,100.0,Excellent,Eligible
1.6,70,6.5,7.4,5,49.8,65.0,42.0,8.11,46.91,43.06,Needs Improvement,Shortage
1.6,61,6.1,6.9,4,48.75,55.0,40.0,6.14,52.06,39.61,Needs Improvement,Shortage
5.3,87,7.3,3.7,6,83.17,92.0,72.0,7.27,91.7,92.19,Excellent,Eligible
8.4,99,8.1,1.9,5,95.6,100.0,93.0,2.58,93.99,100.0,Excellent,Eligible
4.9,69,7.0,3.1,8,68.88,77.0,60.0,5.75,69.97,68.54,Average,Shortage
7.4,99,7.1,1.2,7,94.86,100.0,87.0,4.19,100.0,100.0,Excellent,Eligible
5.2,88,6.9,3.9,5,78.4,86.0,72.0,4.96,87.25,87.38,Excellent,Eligible
6.4,86,7.6,2.8,3,81.0,91.0,76.0,7.07,76.48,90.57,Excellent,Eligible
7.9,91,7.5,1.9,8,91.75,96.0,86.0,2.99,84.88,100.0,Excellent,Eligible
7.0,94,8.0,2.3,3,97.67,100.0,94.0,2.62,88.7,100.0,Excellent,Eligible
4.9,70,7.4,4.0,4,64.5,70.0,54.0,6.18,59.55,62.46,Average,Shortage
4.0,60,7.0,3.3,5,67.4,76.0,57.0,8.55,60.19,64.74,Average,Shortage
5.4,85,7.4,3.7,3,84.67,92.0,75.0,7.13,86.4,88.48,Excellent,Eligible
6.4,79,7.2,3.8,4,84.25,90.0,78.0,4.38,83.58,89.71,Excellent,Eligible
9.7,93,8.4,2.3,7,95.0,100.0,91.0,3.02,87.75,99.25,Excellent,Eligible
4.3,81,6.2,3.3,5,57.4,73.0,50.0,8.4,48.78,57.47,Average,Eligible
4.5,80,6.4,5.6,4,63.5,71.0,53.0,6.87,53.71,61.18,Average,Eligible
6.7,78,7.1,3.5,8,85.12,91.0,74.0,5.56,92.96,93.29,Excellent,Eligible
4.3,81,7.3,3.4,7,65.0,75.0,52.0,8.75,71.77,70.61,Good,Eligible
5.4,83,7.5,3.9,4,85.0,89.0,79.0,3.74,77.1,85.7,Excellent,Eligible
5.9,84,7.5,2.4,8,85.5,91.0,79.0,4.5,79.54,88.96,Excellent,Eligible
3.0,67,7.3,4.0,3,62.0,66.0,54.0,5.66,69.08,57.23,Average,Shortage
8.0,99,7.9,2.2,6,91.17,99.0,86.0,4.98,83.79,99.22,Excellent,Eligible
4.7,74,6.5,4.9,4,65.75,73.0,55.0,6.83,72.94,67.07,Average,Shortage
3.4,59,4.9,7.8,3,53.67,57.0,50.0,2.87,49.57,42.27,Needs Improvement,Shortage
1.8,44,4.6,7.5,8,56.25,65.0,37.0,8.07,65.94,44.66,Needs Improvement,Shortage
3.1,41,5.2,7.2,6,47.33,63.0,32.0,11.5,52.02,38.62,Needs Improvement,Shortage
5.2,83,7.4,3.7,5,82.8,92.0,75.0,6.27,74.32,81.11,Good,Eligible
6.1,77,6.8,3.3,5,80.8,88.0,72.0,6.18,79.88,85.71,Excellent,Eligible
5.7,89,7.2,2.2,7,82.14,90.0,70.0,6.47,74.32,86.14,Excellent,Eligible
3.1,62,5.9,4.6,3,59.67,63.0,55.0,3.4,64.33,57.98,Average,Shortage
4.5,69,5.9,4.4,3,61.0,64.0,58.0,2.45,55.23,56.53,Average,Shortage
2.7,47,5.2,7.3,3,46.0,60.0,37.0,10.03,54.39,39.48,Needs Improvement,Shortage
4.4,67,7.3,5.6,4,64.5,71.0,55.0,5.85,68.86,63.19,Average,Shortage
4.7,63,5.6,3.9,5,63.2,73.0,57.0,5.71,67.04,62.44,Average,Shortage
2.0,47,5.3,7.0,3,40.33,56.0,31.0,11.15,33.75,28.23,Needs Improvement,Shortage
3.3,74,6.5,4.3,8,65.25,73.0,57.0,5.49,66.36,59.49,Average,Shortage
3.6,71,6.4,3.8,4,62.5,72.0,53.0,9.01,67.76,56.75,Average,Shortage
3.6,80,5.9,4.1,8,66.5,74.0,52.0,7.52,59.19,63.07,Average,Eligible
4.6,78,7.0,5.3,5,56.6,67.0,50.0,5.75,62.43,62.57,Average,Eligible
6.6,80,7.2,2.1,7,83.71,91.0,75.0,6.84,78.53,89.46,Excellent,Eligible
7.9,92,7.4,1.3,8,94.0,98.0,88.0,3.35,85.13,100.0,Excellent,Eligible
